id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
5224,1141,Visa,Debit,4094653186833148.0,06/2023,298,YES,2,20161.0,2010-10-01,2010
1277,1682,Mastercard,Credit,5399068844339829.0,09/2024,512,YES,1,12600.0,2011-02-01,2015
2517,1682,Visa,Credit,4639536674901608.0,01/2024,981,NO,1,14300.0,2006-04-01,2007
3407,1682,Visa,Debit,4404150274692596.0,03/2022,155,YES,1,23452.0,2008-06-01,2011
238,1682,Mastercard,Credit,5970339574772530.0,10/2021,757,YES,2,13200.0,2010-01-01,2014
3408,1682,Visa,Credit,4892298386279580.0,01/2013,50,YES,1,13500.0,2008-06-01,2008
2365,172,Mastercard,Debit,5195057277840268.0,10/2020,855,YES,1,19600.0,2017-03-01,2017
3458,172,Visa,Debit,4366055356305424.0,06/2021,186,YES,1,17815.0,2009-06-01,2010
1232,172,Mastercard,Debit,5453650582708795.0,11/2015,531,YES,1,16373.0,2010-02-01,2010
5656,315,Mastercard,Debit (Prepaid),5956867363687567.0,08/2024,701,YES,1,109.0,2011-11-01,2011
1726,315,Mastercard,Debit,5046535005565011.0,03/2023,821,YES,1,16218.0,2020-02-01,2020
3121,315,Mastercard,Debit,5948980046719583.0,05/2024,710,YES,1,22115.0,2012-05-01,2012
2413,39,Visa,Debit,4660445166648632.0,12/2012,610,YES,1,1325.0,2000-04-01,2011
2039,39,Visa,Credit,4877727463431062.0,01/2023,537,YES,2,16900.0,2002-03-01,2007
413,155,Amex,Credit,304991000000000.0,02/2023,972,YES,2,6500.0,2020-01-01,2020
279,155,Mastercard,Credit,5689609387142035.0,02/2021,393,NO,1,7800.0,2011-01-01,2011
239,155,Mastercard,Debit,5290515548238201.0,12/2022,813,NO,1,9294.0,2010-01-01,2011
2281,155,Mastercard,Debit,5358949072497400.0,12/2011,324,YES,2,12163.0,2011-03-01,2011
3111,155,Visa,Debit,4972569366952714.0,01/2020,855,YES,2,14959.0,2011-05-01,2011
5793,155,Mastercard,Debit (Prepaid),5039304998585215.0,11/2023,721,YES,2,15.0,2003-12-01,2010
2026,1305,Mastercard,Debit,5735388999396191.0,07/2022,260,YES,1,18118.0,2001-03-01,2007
1260,1305,Visa,Debit,4804168677193110.0,03/2023,32,YES,2,22025.0,2010-02-01,2010
2229,1305,Mastercard,Credit,5216010288888583.0,09/2011,983,YES,1,9100.0,2009-03-01,2015
3409,1504,Visa,Debit,4320358361635021.0,10/2013,729,YES,2,16064.0,2008-06-01,2011
3486,1504,Mastercard,Credit,5039473078606416.0,09/2024,356,YES,1,6000.0,2010-06-01,2011
5373,1504,Visa,Debit,4951288736229807.0,02/2023,776,YES,2,7136.0,2001-11-01,2014
4963,1504,Discover,Credit,6418843769862227.0,04/2021,423,YES,1,3900.0,2002-10-01,2010
3977,1504,Mastercard,Debit,5508687277469967.0,01/2020,469,YES,1,8444.0,2011-07-01,2011
4119,1105,Mastercard,Debit,5256438428040603.0,11/2020,880,YES,2,12692.0,2003-08-01,2012
2036,1105,Mastercard,Debit,5772409732789359.0,04/2020,218,YES,2,9027.0,2002-03-01,2015
218,1105,Visa,Debit,4755440234138028.0,10/2020,584,YES,1,4507.0,2009-01-01,2019
1325,948,Mastercard,Debit,5196909207454962.0,05/2023,71,YES,1,13035.0,2013-02-01,2013
3083,948,Visa,Credit,4763339915481098.0,06/2023,488,YES,2,8300.0,2010-05-01,2010
1265,948,Amex,Credit,371833000000000.0,07/2024,591,YES,2,6200.0,2011-02-01,2011
5695,948,Visa,Debit,4948154067393861.0,03/2024,688,YES,2,11795.0,2013-11-01,2013
3376,948,Discover,Credit,6167888794302874.0,05/2011,138,YES,1,7900.0,2008-06-01,2013
1455,862,Discover,Credit,6666283868705517.0,02/2020,112,YES,1,12900.0,2020-02-01,2020
921,862,Visa,Debit,4223918113000039.0,12/2020,371,YES,2,6556.0,2020-01-01,2020
3167,862,Mastercard,Credit,5170494527481348.0,05/2022,731,NO,1,3800.0,2015-05-01,2015
5103,1514,Visa,Credit,4662421715985774.0,10/2021,439,YES,2,7800.0,2007-10-01,2008
3325,1514,Mastercard,Credit,5382732373960615.0,02/2016,56,YES,2,10900.0,2006-06-01,2012
78,1514,Mastercard,Debit,5602736350449912.0,12/2024,673,YES,1,1846.0,2005-01-01,2005
4679,1514,Mastercard,Debit (Prepaid),5222744542088596.0,08/2016,394,YES,1,76.0,2008-09-01,2015
4334,1514,Mastercard,Credit,5052545011580809.0,07/2020,940,NO,1,0.0,2010-08-01,2010
4522,526,Mastercard,Debit (Prepaid),5754706935084019.0,06/2021,827,NO,1,52.0,2002-09-01,2013
5204,526,Mastercard,Debit,5427548263390254.0,12/2016,736,YES,1,3224.0,2010-10-01,2013
5917,526,Visa,Debit,4186305659535998.0,11/2020,674,YES,2,23001.0,2007-12-01,2013
2091,526,Mastercard,Debit,5507762507273350.0,01/2022,170,YES,1,23652.0,2005-03-01,2014
5500,526,Mastercard,Debit (Prepaid),5763661322183411.0,09/2020,688,YES,1,86.0,2007-11-01,2013
5091,231,Mastercard,Debit (Prepaid),5133503724511818.0,08/2021,528,YES,2,80.0,2007-10-01,2011
4221,231,Mastercard,Debit,5443684097691863.0,10/2022,473,YES,1,26097.0,2007-08-01,2011
5718,231,Visa,Debit,4551009502548949.0,05/2023,466,YES,1,11032.0,2015-11-01,2015
2474,231,Visa,Credit,4632232168339378.0,01/2020,970,YES,1,8900.0,2004-04-01,2011
414,231,Amex,Credit,310401000000000.0,02/2020,226,YES,2,4700.0,2020-01-01,2020
3918,876,Visa,Debit,4967103653953670.0,05/2021,962,YES,1,6489.0,2009-07-01,2013
5773,876,Mastercard,Debit,5497742793973953.0,09/2020,24,NO,2,9146.0,2001-12-01,2012
5342,1509,Mastercard,Debit (Prepaid),5014318785325420.0,03/2024,622,YES,1,66.0,2019-10-01,2019
2352,1509,Visa,Debit,4417739183409950.0,01/2023,990,NO,1,18138.0,2015-03-01,2015
1347,1509,Mastercard,Debit,5352211789998935.0,02/2021,443,YES,1,23238.0,2014-02-01,2014
5276,1509,Mastercard,Debit,5410637796399201.0,09/2022,983,YES,1,20706.0,2013-10-01,2013
3685,1509,Visa,Credit,4762138266799478.0,08/2022,495,YES,2,12100.0,2002-07-01,2010
5696,1422,Visa,Debit,4363891861741725.0,03/2020,662,YES,2,19781.0,2013-11-01,2013
4983,1422,Discover,Credit,6967609497983390.0,03/2023,334,YES,2,9300.0,2003-10-01,2012
3212,1422,Mastercard,Debit,5267551356380608.0,12/2022,984,NO,2,5451.0,1999-06-01,2012
5515,1422,Visa,Debit,4103248264872952.0,02/2016,23,YES,2,6491.0,2007-11-01,2013
1002,1516,Mastercard,Debit,5503001623065365.0,04/2020,552,YES,1,47153.0,2002-02-01,2006
3960,1516,Visa,Debit,4776377960241200.0,12/2022,190,YES,2,25010.0,2010-07-01,2010
5973,1649,Mastercard,Debit,5178473684405564.0,12/2022,562,YES,1,232.0,2009-12-01,2010
4410,1649,Mastercard,Credit,5012197802964363.0,02/2016,674,YES,2,100.0,2013-08-01,2013
3697,1649,Mastercard,Debit (Prepaid),5855938431811539.0,04/2017,656,YES,1,80.0,2003-07-01,2011
3326,583,Mastercard,Debit,5799169833597049.0,01/2021,85,YES,1,3483.0,2006-06-01,2013
343,583,Amex,Credit,345109000000000.0,02/2024,963,YES,2,13900.0,2015-01-01,2015
3238,1811,Mastercard,Debit,5158280368787690.0,10/2024,616,YES,1,70187.0,2002-06-01,2011
291,1811,Visa,Debit,4077584980284629.0,12/2021,84,NO,2,7821.0,2011-01-01,2014
3355,1811,Mastercard,Debit,5978884065247077.0,10/2024,708,YES,2,96637.0,2007-06-01,2007
4894,1811,Discover,Credit,6977627305195042.0,03/2022,233,YES,2,44200.0,2016-09-01,2016
2165,1811,Visa,Debit (Prepaid),4065795089404702.0,08/2023,765,NO,1,68.0,2007-03-01,2007
331,1811,Mastercard,Debit (Prepaid),5320344964229690.0,01/2021,628,YES,1,54.0,2014-01-01,2014
3978,1811,Mastercard,Debit,5879372260390616.0,05/2022,403,YES,1,62519.0,2011-07-01,2011
3141,1811,Visa,Debit,4910341780863441.0,11/2022,246,YES,1,87408.0,2013-05-01,2013
202,1054,Mastercard,Debit,5913847569907564.0,03/2024,237,YES,2,15100.0,2009-01-01,2009
3860,1054,Mastercard,Debit,5349556696203116.0,05/2024,875,YES,1,2303.0,2008-07-01,2011
924,1054,Visa,Credit,4295192613583548.0,03/2023,349,YES,2,9000.0,2020-01-01,2020
5921,1678,Amex,Credit,356005000000000.0,10/2021,507,YES,1,12600.0,2008-12-01,2008
3435,1678,Mastercard,Debit,5240082203312523.0,05/2021,393,YES,1,25027.0,2009-06-01,2009
4680,1678,Mastercard,Debit,5127936739014860.0,01/2023,896,YES,1,30424.0,2008-09-01,2011
5311,1412,Visa,Debit,4621223878831288.0,06/2016,682,YES,2,19081.0,2015-10-01,2015
5687,1412,Mastercard,Debit,5395339623143984.0,09/2020,501,YES,2,17401.0,2013-11-01,2013
3067,1412,Mastercard,Credit,5135678062479808.0,07/2021,505,YES,1,12800.0,2010-05-01,2016
3942,1412,Mastercard,Debit (Prepaid),5670005225763179.0,07/2015,698,YES,1,42.0,2010-07-01,2011
3436,1412,Mastercard,Debit,5818161374881413.0,06/2014,212,NO,2,10404.0,2009-06-01,2010
3715,177,Mastercard,Debit,5517723360584005.0,07/2013,347,YES,1,39422.0,2004-07-01,2009
2681,177,Mastercard,Credit,5237138657431099.0,09/2023,589,YES,1,11900.0,2011-04-01,2011
1152,177,Mastercard,Debit,5974924187009496.0,06/2022,102,YES,2,4880.0,2008-02-01,2010
3653,177,Mastercard,Debit,5764898909630971.0,04/2020,255,YES,2,25392.0,1998-07-01,2014
3539,1577,Visa,Credit,4816860056537332.0,11/2022,197,YES,1,10100.0,2011-06-01,2014
3437,1577,Mastercard,Debit,5764651900129904.0,03/2024,596,YES,1,2037.0,2009-06-01,2013
3504,1577,Visa,Debit,4991364969575729.0,01/2021,244,YES,2,21999.0,2010-06-01,2015
2394,1577,Mastercard,Debit,5557499918915420.0,01/2021,576,YES,2,15793.0,1994-04-01,2012
4090,1609,Mastercard,Debit,5675256776194426.0,01/2021,833,NO,1,28844.0,1998-08-01,2011
4681,1609,Mastercard,Debit,5595385125014567.0,08/2023,519,YES,1,34023.0,2008-09-01,2008
5992,1609,Amex,Credit,335445000000000.0,09/2022,999,YES,1,19400.0,2010-12-01,2013
3510,1609,Amex,Credit,339793000000000.0,06/2023,936,YES,1,16100.0,2011-06-01,2011
2353,1762,Visa,Credit,4300321753140483.0,08/2022,628,YES,2,18400.0,2015-03-01,2015
3410,917,Visa,Debit,4191974309505453.0,01/2018,802,YES,2,17314.0,2008-06-01,2014
2887,917,Mastercard,Debit,5404392353169210.0,10/2020,819,YES,1,20999.0,2005-05-01,2007
5068,917,Visa,Debit,4475946693710004.0,11/2006,530,YES,2,7199.0,2006-10-01,2013
2652,1717,Mastercard,Debit,5089930923373798.0,08/2020,17,YES,1,23956.0,2010-04-01,2010
6122,1717,Mastercard,Debit,5773396250865734.0,02/2019,800,YES,2,17695.0,2016-12-01,2016
1383,1717,Visa,Debit,4246551286869282.0,08/2022,593,YES,2,22765.0,2018-02-01,2018
363,1717,Visa,Debit,4515082319612545.0,02/2020,194,YES,1,15934.0,2017-01-01,2017
166,1668,Mastercard,Debit,5550568534248004.0,07/2024,941,YES,2,23712.0,2008-01-01,2009
4185,1668,Mastercard,Debit,5549004168547038.0,02/2021,29,YES,1,33471.0,2006-08-01,2011
4893,1668,Visa,Debit,4982899751098466.0,02/2020,864,YES,1,23240.0,2015-09-01,2015
4440,1668,Visa,Debit,4249726842929939.0,07/2022,917,YES,1,18828.0,2014-08-01,2014
4803,1668,Visa,Credit,4161722287532690.0,10/2010,265,YES,1,14000.0,2010-09-01,2016
1153,1668,Mastercard,Debit (Prepaid),5921304090510635.0,07/2022,404,YES,2,20.0,2008-02-01,2017
5260,1293,Mastercard,Debit,5037463911586202.0,05/2021,117,YES,1,16339.0,2012-10-01,2012
696,1293,Mastercard,Debit,5078145607261496.0,07/2021,614,YES,2,23902.0,2020-01-01,2020
1261,361,Visa,Credit,4972676446491092.0,06/2022,555,NO,2,11500.0,2010-02-01,2010
5839,361,Mastercard,Debit,5710919174207434.0,09/2021,13,NO,1,14958.0,2005-12-01,2009
4703,361,Visa,Debit (Prepaid),4394875861818282.0,03/2021,15,YES,2,20.0,2008-09-01,2008
5055,361,Mastercard,Debit,5615301359229492.0,06/2008,29,NO,1,4581.0,2006-10-01,2009
260,1659,Visa,Debit,4419460752105618.0,02/2023,113,YES,1,18116.0,2010-01-01,2010
3438,1659,Mastercard,Debit,5642115649403351.0,03/2020,731,YES,1,23082.0,2009-06-01,2009
185,1659,Visa,Credit,4199299822093543.0,09/2015,515,YES,2,19100.0,2008-01-01,2008
5056,1659,Mastercard,Debit,5479463619359581.0,08/2023,700,YES,2,23740.0,2006-10-01,2014
959,1659,Mastercard,Debit,5499930396917667.0,11/2021,570,YES,1,22242.0,1996-02-01,2012
3540,1659,Visa,Credit,4445565501557714.0,09/2020,474,YES,2,12700.0,2011-06-01,2011
148,737,Visa,Debit,4400094918183273.0,06/2020,700,NO,1,6789.0,2007-01-01,2009
6144,737,Mastercard,Credit,5413710543564908.0,10/2024,454,YES,1,6600.0,2019-12-01,2019
5013,1733,Mastercard,Debit,5918070737334540.0,09/2023,879,YES,2,898.0,2004-10-01,2007
6016,278,Mastercard,Debit,5601819028761095.0,05/2023,832,NO,1,137669.0,2010-12-01,2010
2518,278,Visa,Credit,4309358602980982.0,08/2023,207,YES,1,58100.0,2006-04-01,2011
3919,278,Visa,Credit,4744339709686056.0,06/2020,810,YES,2,49300.0,2009-07-01,2010
6123,278,Mastercard,Debit,5945500533879840.0,01/2023,428,YES,1,92828.0,2016-12-01,2016
5619,278,Mastercard,Credit,5079922576804283.0,10/2022,242,YES,2,55300.0,2010-11-01,2010
699,618,Mastercard,Debit (Prepaid),5390553032149250.0,02/2024,292,NO,2,71.0,2020-01-01,2020
2282,618,Mastercard,Debit,5120169290018670.0,02/2022,784,YES,1,11591.0,2011-03-01,2011
4372,618,Mastercard,Debit,5538394493237764.0,07/2019,115,YES,1,8633.0,2011-08-01,2011
3411,618,Visa,Debit,4377250779161296.0,02/2024,393,YES,1,12496.0,2008-06-01,2010
2937,753,Mastercard,Debit (Prepaid),5333013779987101.0,01/2009,836,YES,2,4.0,2007-05-01,2009
1311,753,Visa,Credit,4033661530367499.0,01/2023,95,YES,2,8000.0,2012-02-01,2012
5644,753,Discover,Credit,6268816898046008.0,05/2022,829,YES,1,8600.0,2011-11-01,2011
5697,489,Visa,Debit (Prepaid),4550158721667391.0,05/2020,764,YES,1,71.0,2013-11-01,2013
5069,489,Visa,Debit,4691816721269524.0,11/2023,564,YES,2,11347.0,2006-10-01,2009
4233,489,Visa,Credit,4392345136564007.0,01/2024,539,YES,1,8800.0,2007-08-01,2012
4051,489,Visa,Credit,4174000010311703.0,07/2023,922,YES,1,14700.0,2016-07-01,2016
2991,90,Visa,Debit,4086714175586108.0,05/2010,977,YES,2,9661.0,2008-05-01,2015
1100,90,Visa,Debit,4224384711964351.0,03/2015,585,YES,2,26872.0,2006-02-01,2015
1233,90,Mastercard,Debit (Prepaid),5454320123258478.0,03/2020,429,YES,1,102.0,2010-02-01,2010
118,376,Visa,Credit,4472791439889132.0,10/2020,900,YES,2,25300.0,2006-01-01,2009
1262,376,Visa,Debit,4961188850895805.0,08/2021,629,NO,1,28884.0,2010-02-01,2015
4704,376,Visa,Debit,4061229587825801.0,08/2024,127,YES,1,2696.0,2008-09-01,2013
325,376,Visa,Credit,4846362912981071.0,03/2013,650,YES,1,9200.0,2013-01-01,2013
2197,218,Mastercard,Debit,5932064740893460.0,01/2023,263,NO,1,18689.0,2008-03-01,2009
167,218,Mastercard,Credit,5226320820755917.0,04/2020,569,YES,1,9300.0,2008-01-01,2008
2846,218,Mastercard,Debit,5721088827990781.0,07/2022,570,YES,2,9789.0,2003-05-01,2013
240,218,Mastercard,Debit,5031033208388940.0,03/2024,565,YES,2,11694.0,2010-01-01,2012
4091,218,Visa,Debit,4366735799878155.0,06/2023,763,YES,1,11592.0,1998-08-01,2015
6017,218,Mastercard,Credit,5102494493150212.0,12/2014,615,YES,1,8100.0,2010-12-01,2010
4465,218,Mastercard,Debit,5212081047458870.0,11/2021,836,YES,1,11647.0,2017-08-01,2017
4859,42,Mastercard,Debit,5585235709223011.0,09/2020,555,YES,1,10776.0,2013-09-01,2013
2824,42,Discover,Credit,6638748785809862.0,06/2021,943,YES,1,6300.0,2002-05-01,2011
2742,42,Discover,Credit,6128331852366832.0,02/2019,56,YES,2,5600.0,2015-04-01,2015
4592,1170,Visa,Credit,4192874179326162.0,07/2021,680,YES,1,7900.0,2005-09-01,2009
4353,1170,Visa,Debit,4206608050110882.0,11/2021,873,YES,2,19442.0,2010-08-01,2010
2573,1531,Mastercard,Credit,5697281977143652.0,02/2024,18,YES,2,7500.0,2008-04-01,2008
4868,1937,Visa,Credit,4478591356446764.0,10/2024,207,YES,2,5500.0,2013-09-01,2013
3,1937,Visa,Credit,4289888672554714.0,04/2020,736,YES,2,16400.0,1995-01-01,2015
4193,1937,Visa,Debit (Prepaid),4418492072049483.0,05/2021,868,YES,2,53.0,2006-08-01,2012
1186,1937,Mastercard,Debit,5016047912098598.0,11/2013,561,NO,1,17883.0,2009-02-01,2017
3327,1937,Mastercard,Debit,5663910895753021.0,08/2024,385,YES,2,12212.0,2006-06-01,2006
3030,1177,Visa,Credit,4375233416487695.0,11/2023,566,YES,1,15800.0,2009-05-01,2015
4164,1177,Mastercard,Credit,5350464215817716.0,12/2024,315,YES,1,26400.0,2005-08-01,2008
4860,1177,Mastercard,Debit,5167461508736953.0,09/2021,218,YES,2,25993.0,2013-09-01,2013
4016,1177,Visa,Debit (Prepaid),4031671355735386.0,05/2022,372,YES,2,59.0,2013-07-01,2013
3961,397,Visa,Debit,4398726361408174.0,09/2022,592,YES,1,7159.0,2010-07-01,2011
3179,397,Mastercard,Debit,5166788218031494.0,10/2021,167,YES,1,12172.0,2016-05-01,2016
2574,397,Mastercard,Debit,5748345653201805.0,01/2021,704,YES,2,10889.0,2008-04-01,2010
2543,566,Mastercard,Credit,5124181575265453.0,02/2020,308,YES,2,10800.0,2007-04-01,2010
3122,566,Mastercard,Debit (Prepaid),5019509763985509.0,12/2013,156,YES,1,58.0,2012-05-01,2012
3439,566,Mastercard,Credit,5578674156872455.0,02/2023,118,YES,1,11000.0,2009-06-01,2009
4547,566,Amex,Credit,304564000000000.0,11/2024,170,YES,2,12700.0,2004-09-01,2008
5577,566,Mastercard,Credit,5588638647228889.0,09/2012,525,YES,1,10100.0,2009-11-01,2009
3247,1581,Amex,Credit,335921000000000.0,02/2022,743,NO,1,11300.0,2003-06-01,2007
2519,1581,Visa,Debit,4564719638698318.0,12/2020,446,YES,1,26596.0,2006-04-01,2015
5541,1581,Mastercard,Debit,5862160658521395.0,01/2023,117,YES,2,1807.0,2008-11-01,2013
5374,1581,Discover,Credit,6494282265479617.0,07/2024,471,YES,1,9700.0,2002-11-01,2005
5840,1581,Mastercard,Credit,5607170404260670.0,03/2020,51,YES,1,12300.0,2005-12-01,2010
5666,1332,Visa,Debit,4692209881034936.0,10/2024,841,YES,1,40914.0,2011-11-01,2011
2406,1332,Visa,Debit,4733764906350562.0,09/2021,982,YES,1,21749.0,1999-04-01,2008
4880,1332,Visa,Debit,4318258273065778.0,10/2024,152,YES,1,39491.0,2014-09-01,2014
2166,1648,Visa,Debit,4721815072237153.0,06/2021,106,YES,2,97352.0,2007-03-01,2019
2624,1648,Visa,Debit,4559856655520965.0,04/2021,475,NO,2,5921.0,2009-04-01,2010
5388,1648,Mastercard,Debit,5283029601327772.0,10/2023,972,YES,2,54057.0,2003-11-01,2012
1187,1648,Mastercard,Debit,5489127405017818.0,02/2021,287,NO,2,64565.0,2009-02-01,2019
5282,1648,Visa,Credit,4699987716360968.0,06/2022,973,YES,1,36700.0,2013-10-01,2013
4787,17,Mastercard,Debit,5112841703970154.0,06/2022,367,YES,1,7175.0,2010-09-01,2017
4962,17,Amex,Credit,396240000000000.0,10/2024,814,YES,1,2800.0,2002-10-01,2011
2520,349,Visa,Credit,4957171481250708.0,08/2023,860,YES,2,3600.0,2006-04-01,2006
4314,349,Visa,Debit,4848387288995352.0,09/2020,393,YES,1,30348.0,2009-08-01,2010
1188,1449,Mastercard,Debit (Prepaid),5154212510711021.0,09/2022,821,YES,2,51.0,2009-02-01,2013
241,1449,Mastercard,Debit,5134527149271246.0,02/2022,755,YES,2,11457.0,2010-01-01,2016
1003,1449,Mastercard,Debit,5925144583646101.0,06/2023,273,NO,2,1563.0,2002-02-01,2011
5707,1417,Visa,Debit,4755309590277505.0,07/2021,531,YES,2,37325.0,2014-11-01,2014
2975,1417,Mastercard,Credit,5790469227539261.0,10/2022,1,NO,1,14200.0,2008-05-01,2016
3397,1417,Mastercard,Debit,5164497134993115.0,09/2021,490,YES,1,28815.0,2008-06-01,2015
1234,1417,Mastercard,Debit (Prepaid),5082923874323795.0,02/2021,774,YES,2,85.0,2010-02-01,2010
3920,1417,Visa,Debit,4551485171901900.0,11/2018,892,YES,2,15285.0,2009-07-01,2009
280,267,Mastercard,Debit,5625635561969960.0,07/2023,310,YES,2,10636.0,2011-01-01,2011
326,267,Visa,Debit,4771456546451310.0,10/2015,970,YES,1,12891.0,2013-01-01,2013
4411,267,Mastercard,Debit,5404831533605189.0,10/2021,72,YES,1,11885.0,2013-08-01,2013
5389,373,Mastercard,Debit,5435311573918660.0,02/2017,45,YES,2,2849.0,2003-11-01,2012
4750,373,Visa,Debit,4623830121488860.0,08/2023,233,YES,1,3867.0,2009-09-01,2009
261,373,Visa,Debit,4139199465174934.0,10/2021,9,YES,2,6688.0,2010-01-01,2016
2817,373,Mastercard,Debit,5422145957568718.0,12/2020,242,YES,2,8021.0,2001-05-01,2018
2283,1772,Mastercard,Debit,5306745473896520.0,05/2022,271,YES,1,27201.0,2011-03-01,2011
5918,1772,Visa,Credit,4148318094287271.0,12/2020,313,YES,2,12800.0,2007-12-01,2009
56,1772,Mastercard,Debit (Prepaid),5993362497379576.0,03/2020,94,YES,2,96.0,2004-01-01,2011
5657,1772,Mastercard,Debit,5626378456369424.0,05/2023,982,NO,2,16426.0,2011-11-01,2011
4516,1774,Visa,Debit,4296121621030187.0,01/2023,314,YES,1,14546.0,2001-09-01,2008
2003,1774,Discover,Credit,6974497425701266.0,12/2020,192,YES,1,8400.0,1997-03-01,2013
5578,1774,Mastercard,Debit,5500175661325557.0,10/2020,43,YES,2,10815.0,2009-11-01,2020
5939,1774,Mastercard,Credit,5647089735442965.0,03/2021,480,NO,1,4000.0,2008-12-01,2012
2407,964,Visa,Debit,4086633692001413.0,05/2020,881,YES,1,11254.0,1999-04-01,2018
2593,964,Visa,Debit,4842195195266314.0,09/2020,497,YES,2,2271.0,2008-04-01,2008
2811,964,Visa,Debit,4780096957038020.0,12/2007,604,YES,2,6311.0,2000-05-01,2013
294,964,Amex,Credit,340046000000000.0,02/2020,218,YES,1,13700.0,2012-01-01,2012
2366,1527,Mastercard,Credit,5801798801399788.0,06/2021,527,YES,2,7100.0,2017-03-01,2017
203,1433,Mastercard,Debit,5346665102858338.0,01/2024,734,YES,1,4534.0,2009-01-01,2010
4485,1433,Visa,Credit,4889540259167879.0,07/2021,890,YES,2,4200.0,2019-08-01,2019
5841,1433,Mastercard,Debit,5895798485445131.0,05/2024,48,NO,1,27117.0,2005-12-01,2005
2544,1785,Mastercard,Debit,5356557830959677.0,04/2023,125,NO,2,14404.0,2007-04-01,2015
2153,1785,Mastercard,Debit,5456509634452108.0,08/2012,557,YES,2,6360.0,2007-03-01,2016
2037,1785,Mastercard,Debit,5176036831889983.0,11/2020,119,YES,1,4701.0,2002-03-01,2017
3990,455,Visa,Debit,4325994913282358.0,02/2021,114,NO,1,14959.0,2011-07-01,2011
4064,455,Visa,Debit,4573359573640504.0,10/2022,267,YES,2,19713.0,2017-07-01,2017
348,455,Mastercard,Debit (Prepaid),5146076432064543.0,03/2022,662,YES,1,90.0,2015-01-01,2015
3834,528,Amex,Credit,308645000000000.0,07/2022,930,YES,2,9500.0,2008-07-01,2015
25,528,Visa,Debit,4287552229905456.0,04/2003,482,YES,1,7030.0,2001-01-01,2011
5161,528,Mastercard,Debit (Prepaid),5200521526888417.0,05/2020,493,YES,2,25.0,2009-10-01,2010
3150,328,Mastercard,Debit,5900781818896314.0,08/2024,694,YES,2,15125.0,2014-05-01,2014
1263,328,Visa,Credit,4737448001688514.0,06/2020,626,YES,2,13200.0,2010-02-01,2010
4186,328,Mastercard,Debit (Prepaid),5097151873275379.0,09/2006,617,YES,2,130.0,2006-08-01,2014
364,1282,Visa,Debit,4470396121935962.0,11/2023,109,YES,1,13193.0,2017-01-01,2017
4815,1282,Mastercard,Debit,5359387075130556.0,05/2020,975,YES,1,16187.0,2011-09-01,2011
4945,783,Mastercard,Debit,5359252107099592.0,10/2020,401,YES,2,1627.0,2000-10-01,2013
105,783,Mastercard,Credit,5084097673104529.0,10/2007,908,YES,2,5600.0,2006-01-01,2008
5795,783,Mastercard,Credit,5637704480335686.0,09/2024,146,YES,1,9600.0,2003-12-01,2016
2266,1693,Visa,Credit,4745663916245954.0,08/2023,938,NO,2,29900.0,2010-03-01,2017
5940,1693,Mastercard,Debit,5128104617797218.0,03/2017,726,YES,1,33506.0,2008-12-01,2011
932,1542,Visa,Debit,4170170540626885.0,07/2023,65,YES,1,20971.0,2020-01-01,2020
2906,1542,Mastercard,Debit (Prepaid),5712463929886788.0,06/2020,814,YES,2,65.0,2006-05-01,2009
2611,360,Mastercard,Debit,5641208271147811.0,12/2016,668,YES,2,28003.0,2009-04-01,2009
2719,360,Mastercard,Debit,5168276651669097.0,07/2022,939,YES,2,15972.0,2013-04-01,2013
4441,360,Visa,Debit,4005308847294610.0,10/2018,106,YES,1,22342.0,2014-08-01,2014
3592,360,Mastercard,Debit,5008326450243575.0,04/2020,382,NO,1,21058.0,2015-06-01,2015
5205,1794,Mastercard,Debit,5320717372996306.0,07/2024,264,YES,2,4392.0,2010-10-01,2017
3069,329,Mastercard,Credit,5376701080589928.0,10/2020,991,YES,1,12300.0,2010-05-01,2013
1362,329,Amex,Credit,337550000000000.0,04/2024,449,YES,2,11100.0,2016-02-01,2016
4082,329,Visa,Debit (Prepaid),4336821790834583.0,11/2020,943,YES,2,93.0,2019-07-01,2019
4788,329,Mastercard,Credit,5028747805927867.0,07/2024,278,YES,1,9500.0,2010-09-01,2015
5824,1181,Visa,Credit,4895717164008273.0,11/2022,687,YES,1,12000.0,2004-12-01,2011
136,1181,Mastercard,Debit,5627821887128376.0,07/2020,309,YES,2,11999.0,2007-01-01,2015
3642,1181,Mastercard,Credit,5772874140116142.0,01/2021,811,YES,2,0.0,2019-06-01,2019
5842,1181,Mastercard,Debit,5107765857429099.0,09/2021,77,YES,2,18991.0,2005-12-01,2011
1094,1181,Mastercard,Debit,5141288066109648.0,10/2024,209,YES,1,27146.0,2006-02-01,2011
32,598,Visa,Debit (Prepaid),4405540956453724.0,10/2024,340,YES,2,32.0,2002-01-01,2009
2040,598,Visa,Debit,4706797634213663.0,04/2023,754,YES,2,19103.0,2002-03-01,2011
2361,598,Visa,Credit,4497075414603384.0,10/2021,609,YES,2,11400.0,2016-03-01,2016
5038,990,Visa,Debit (Prepaid),4573104032868370.0,10/2023,912,YES,1,75.0,2005-10-01,2007
2267,1777,Visa,Credit,4287715741686227.0,12/2020,945,YES,1,12700.0,2010-03-01,2020
